MQ2,MQ6,MQ7,MQ9,target
377.3,22.73,0.07,0.69,4
489.63,34.99,0.05,0.23,4
0.18,96.14,0.0,2.34,4
1.84,104.15,0.0,2.63,4
4.23,112.71,0.01,0.98,4
5.7,154.67,3.29e-10,2.5,4
339.85,24.57,0.02,0.23,4
90.53,212.36,0.97,36.39,4
7.88,318.39,7.93e-05,27.46,4
7.97,91.79,0.01,1.24,4
5.43,121.85,0.01,2.92,4
1.33,93.94,0.0,2.34,4
1.54,96.14,0.0,2.34,4
28.09,89.91,0.62,4.17,4
370.68,26.48,0.02,0.23,4
2.15,89.68,0.0,2.34,4
8.500729318589997,167.6931496733701,0.0811417211049804,26.43011262475904,4
357.91,32.18,0.05,0.23,4
1.04,87.61,0.0,2.34,4
2.72,115.26,0.01,2.92,4
2.15,95.03,0.01,1.24,4
10.3,151.44,0.49,26.74,4
1.92,121.85,0.0,0.98,4
1.62,117.86,0.01,2.63,4
0.5,99.51,0.0,0.72,4
7.46,248.1,0.001793415,8.35,4
10.3,107.28,17.35,0.89,4
1.18,119.18,0.01,2.63,4
1.54,101.81,0.01,1.24,4
12.51,415.33,9.87e-10,25.33,4
0.06,96.14,0.0,2.34,4
0.7,96.14,0.0,0.72,4
7.48,95.03,0.0,0.98,4
328.49,17.66,0.05,0.46,4
1.75204997241079,121.85,0.0,0.98,4
25.79,403.3,2.3e-09,1.51,4
1.62,96.14,0.0,2.34,4
1.69,101.81,0.0,2.34,4
1.47,93.94,0.0,2.34,4
8.42,221.99,2.14e-09,1.19,4
23.48,91.87,0.1,1.44,4
2.97,108.97,0.0,0.98,4
1.84,116.55,0.01,2.92,4
12.76,194.39,0.15,10.18,4
14.49,86.26,0.02,0.3,4
6.3,105.34,0.02,1.24,4
1.62,97.25,0.0,2.34,4
4.42,97.25,0.0,1.24,4
27.21,120.85,0.17,2.8,4
1.18,88.64,0.0,2.34,4
1.47,93.94,0.0,2.34,4
4.52,102.97,0.01,2.92,4
1.69,90.73,0.0,2.05,4
25.4,104.95,0.1,1.7,4
357.91,32.18,0.05,0.23,4
13.55,380.24,9.1e-05,20.04,4
1.18,108.97,0.0,1.24,4
470.99,36.15,0.06,0.23,4
3.58,106.54,0.0,0.98,4
5.43,240.71,0.080512784,26.74,4
1.84,112.71,0.01,2.92,4
1.84,113.98,0.0,0.98,4
4.81,104.15,0.0,0.98,4
58.10505665471705,214.63,0.3386074861429025,3.09,4
3.02,206.72,0.06,2.84,4
8.49,105.34,0.01,0.98,4
334.11,31.63,0.03,0.23,4
317.64,21.4,0.01,0.23,4
1.69,116.55,0.01,3.53,4
13.75,86.26,0.02,0.3,4
76.35,223.9,0.41,4.31,4
2.07,106.54,0.01,2.92,4
4.81,104.15,0.0,0.98,4
412.93,31.99155935819201,0.03,0.23,4
67.98,98.94,7.4,5.07,4
9.37,143.64,1.32e-09,28.19,4
1.54,119.18,0.01,2.92,4
3.763548042317855,80.66,0.01,2.34,4
7.35,95.03,0.01,1.24,4
2.23,113.98,0.0,0.98,4
444.82,37.82792964711713,0.0618678392147145,0.23,4
18.02,238.29,0.608898307,20.04,4
5.64,117.86,0.02,2.92,4
1.11,102.97,0.0,2.34,4
0.5548118714567619,96.14,0.0,0.72,4
86.46,32.73,0.04,0.23,4
1.47,96.14,0.0,2.34,4
0.25,97.25,0.0,0.72,4
6.64,102.97,0.02,2.92,4
3.05,113.98,0.0,0.98,4
2.07,92.86,0.01,1.24,4
1.54,92.86,0.0,2.34,4
339.85,32.73,0.03,0.23,4
3.14,110.21,0.0,1.24,4
0.5,96.14,0.0,0.72,4
384.08,29.51,0.04,0.23,4
30.94,163.88,0.12,1.7,4
334.11,21.37519911705344,0.0164246085927187,0.23,4
1.18,102.97,0.0,2.34,4
2.23,91.79,0.0,2.34,4
0.4760879344702844,96.14,0.0,0.72,4
2.07,107.75,0.01,2.92,4
489.63,34.99,0.07,0.46,4
6.41,89.68,0.02,2.63,4
4.13,100.65,0.0,0.98,4
6.088296209999188,95.03,0.0,0.98,4
14.96,173.51,0.004244892,2.16,4
49.55,100.12,3.01,4.46,4
33.84,94.34,1.37,4.17,4
13.02,383.99,9.87e-10,1.51,4
10.3,337.86,0.8892293,30.45,4
0.91,101.81,0.0,0.72,4
3.67,130.18,0.01,2.92,4
2.63,113.98,0.0,0.98,4
339.85,17.2928650360085,0.05,0.69,4
11.66,83.85,0.02,0.62,4
470.99,36.15,0.06,0.23,4
2.47,106.54,0.01,2.92,4
17.4,74.65,0.02,0.3,4
3.67,130.18,0.01,2.92,4
274.34,19.28,0.07,0.46,4
9.44,88.64,0.01,1.24,4
12.01,131.89,0.05,0.58,4
12.03655525638256,84.64939230754125,0.02,0.4068287179889994,4
1.77,121.85,0.0,0.98,4
45.79,141.81,0.32,23.47,4
166.78,33.28,0.06,0.23,4
5.64,125.96,0.02,3.23,4
63.38,219.22,0.41,3.09,4
2.07,100.65,0.0,1.24,4
0.77,97.25,0.0,2.34,4
1.84,116.55,0.01,2.92,4
1.18,98.37,0.0,0.72,4
2.88,112.71,0.0,0.98,4
2.8,112.71,0.01,2.92,4
1.69,99.51,0.0,0.72,4
2.63,115.26,0.0,0.98,4
8.23,93.94,0.02,1.24,4
3.85,104.15,0.01,2.92,4
6.64,104.15,0.02,2.92,4
1.4,104.15,0.0,1.24,4
2.23,121.85,0.0,0.98,4
1.77,120.51,0.0,0.98,4
17.67,240.71,0.211940937,23.28,4
292.54,27.47,0.08,4.63,4
4.32,101.81,0.0087083404970553,1.206416852923438,4
1.494369398120518,108.97,0.0,2.34,4
16.94615330128739,69.20017535450468,0.2302262763948598,4.17,4
1.4,93.94,0.0,2.34,4
2.07,112.71,0.0,0.98,4
10.85,253.14,0.641681097,1.51,4
67.64,221.55,0.47,3.09,4
10.19,362.0,3.29e-10,20.04,4
2.88,133.06,0.01,2.92,4
12.76,372.84,3.45e-09,1.51,4
8.79,137.66,0.15,26.03,4
10.96,334.54,4.93e-10,2.16,4
1.18,108.97,0.0,1.24,4
2.47,117.86,0.01,2.92,4
5.01,110.21,0.0281715679282375,2.92,4
2.63,102.97,0.01,2.92,4
3.346185508513934,100.65,0.01,2.92,4
357.91,25.52,0.02,0.23,4
11.07,327.99,0.924624841,29.69,4
1.92,124.58,0.0,2.92,4
19.1,344.59,0.857,2.16,4
0.91,105.34,0.0,1.24,4
1.47,104.15,0.0,1.24,4
2.0,115.26,0.01,2.92,4
1.92,102.97,0.0,2.34,4
2.63,81.62,0.0,2.34,4
0.97,98.37,0.0,0.72,4
8.51,248.1,0.13,1.83,4
6.64,102.97,0.03,3.23,4
9.22797267655114,117.775206465249,0.1130875505097578,3.809445834110038,4
11.53,306.01,1.48e-09,1.83,4
3.94,105.34,0.0,0.98,4
150.22,1.35,0.37,6.38,4
2.59,200.47,0.05,1.83,4
0.97,105.34,0.0,1.24,4
5.86,125.96,0.02,2.92,4
13.42,71.22,25.69,0.89,4
14.72,214.63,0.04,4.96,4
2.07,108.97,0.0,2.34,4
2.203769712735107,91.79,0.0,2.34,4
0.97,105.34,0.0,2.34,4
1.47,108.97,0.0,1.24,4
1.04,102.97,0.0,1.24,4
1.84,112.71,0.01,2.92,4
0.44,97.25,0.0,2.34,4
1.11,108.97,0.0,1.24,4
1.54,108.97,0.0,1.24,4
1.396031320725394,98.37,0.0,0.72,4
13.15,117.11,0.09,6.22,4
8.49,104.15,0.01,0.98,4
6.43,282.6,0.12,4.65,4
1.04,105.34,0.0,2.34,4
2.23,91.79,0.0,1.24,4
24.18,101.25,0.09,1.44,4
1.92,131.62,0.01,2.92,4
15.77,82.66,0.02,0.62,4
2.336022247499943,112.71,0.01,2.92,4
3.58,98.37,0.01,2.34,4
0.91,98.37,0.0,0.98,4
18.56,233.53,0.657,20.04,4
2.39,104.15,0.0,2.34,4
0.91,107.75,0.0,1.24,4
2.31,113.98,0.0,0.98,4
12.26,415.33,6.58e-10,25.33,4
7.46,198.43,1.97e-09,1.19,4
12.63,362.0,4.28e-09,1.51,4
2.8,112.71,0.0,0.98,4
9.67,83.79,0.04,7.47,4
1.33,99.51,0.0,1.24,4
0.91,107.75,0.0,1.24,4
0.77,96.14,0.0,0.72,4
88.8,59.17,0.27,5.07,4
552.04,34.99,0.05,0.23,4
1.77,121.85,0.0,0.98,4
8.1,105.34,0.01,0.98,4
140.76,1.0,1.25,9.3,4
509.3,35.80071834525955,0.0460220974955249,0.23,4
2.72,116.55,0.0,0.98,4
20.59,77.59,0.25,4.17,4
1.47,119.18,0.01,2.63,4
87.45,24.1,0.03,4.31,4
0.7,95.03,0.0,0.72,4
0.97,105.34,0.0,1.24,4
3.49,106.54,0.0,0.98,4
1.77,123.21,0.0,2.92,4
287.84,37.94,0.05,0.23,4
14.11002374296032,387.8036362334003,9.87e-10,1.83,4
2.72,101.81,0.01,2.92,4
2.23,111.45,0.0,0.98,4
26.76,59.96,0.07,5.07,4
1.4,108.97,0.0,1.24,4
17.16,231.18,0.262283118,23.28,4
11.91746535986964,285.6962612968727,0.0172488241172477,24.21447527968559,4
2.47,119.18,0.01,2.92,4
2.8,113.98,0.0,0.98,4
24.42,97.65,0.08,1.44,4
1.4,100.65,0.0,1.24,4
4.716708303117773,108.97,0.01,1.24,4
8.23,104.15,0.01,0.98,4
28.65,91.0,0.68,4.17,4
1.625587869937085,121.85,0.0,0.98,4
1.18,92.86,0.0,2.63,4
2.47,113.98,0.0,0.98,4
7.35,93.94,0.02,1.24,4
11.77,415.33,4.93e-10,25.33,4
3.21,98.16,0.01,1.19,4
7.6,106.54,0.01,0.98,4
2.15,106.54,0.01,2.92,4
1.4,100.65,0.0,1.24,4
2.97,106.54,0.0,0.98,4
0.5,98.37,0.0,2.34,4
16.51,233.53,0.302758524,28.93,4
3.85,108.97,0.01,2.92,4
160.17,33.28,0.04,0.23,4
1.51586335951299,120.51,0.01,2.92,4
55.19,34.99,0.04,0.23,4
1.25,97.25,0.0,2.34,4
4.42,101.81,0.0,0.98,4
5.32,79.51857747505174,0.01,1.24,4
1.47,120.51,0.01,2.635849694778438,4
339.85,19.28,0.01,0.23,4
1.25,121.85,0.01,2.63,4
1.84,121.85,0.0,2.92,4
1.11,86.59,0.0,2.34,4
2.07,108.97,0.0,2.34,4
90.53,36.15,0.06,0.23,4
0.97,105.34,0.0,1.24,4
10.3,321.56,1.0,30.45,4
2.0,90.73,0.0,2.34,4
2.15,112.71,0.0,0.98,4
1.54,108.97,0.0,1.24,4
3.84,206.72,0.02,1.19,4
3.22,105.34,0.0,0.98,4
1.84,123.21,0.0,2.92,4
1.33,107.75,0.0,1.24,4
8.49,101.81,0.01,1.24,4
2.55,84.57,0.0,1.24,4
2.0,121.85,0.0,0.98,4
6.99,104.15,0.03,3.23,4
351.75,31.63,0.05,0.23,4
328.49,26.48,0.05,0.23,4
1.92,99.51,0.0,0.72,4
15.98417654374879,82.78533945837535,0.02,0.3,4
9.78,302.99,0.855278078,28.93,4
8.1,97.25,0.01,0.98,4
6.19,91.79,0.01,0.98,4
1.04,84.57,0.0,2.05,4
1.33,108.97,0.0,1.24,4
2.15,92.86,0.01,1.24,4
2.07,106.54,0.01,2.92,4
84.84,96.62,11.61,6.72,4
2.55,86.59,0.0,1.24,4
5.43,96.14,0.0,0.98,4
1.04,84.57,0.0,2.34,4
0.5,96.14,0.0,0.72,4
3.49,106.54,0.0,0.98,4
2.15,100.65,0.0,2.34,4
5.86,90.73,0.02,2.92,4
3.58,105.34,0.0,0.98,4
4.13,127.35,0.01,2.92,4
0.5,95.03,0.0,0.72,4
16.73769774252344,401.5383114413016,2.419937526496988e-09,1.800633899277659,4
1.4,93.94,0.0,2.34,4
10.09,411.28,1.64e-10,25.33,4
7.97,106.54,0.01,0.98,4
11.19,294.09,0.791448277,28.19,4
7.35,95.03,0.02,1.24,4
10.16,80.32,0.02,0.62,4
5.233163983875827,111.45,0.02,2.92,4
7.6,93.94,0.02,0.98,4
7.85,93.94,0.02,1.24,4
351.75,26.48,0.02,0.23,4
33.83,143.42,0.25,3.99,4
4.520509498262738,106.54,0.0,0.98,4
16.15664202934607,195.0890670371824,0.1325958413979474,4.103048517023947,4
0.84,98.37,0.0,2.34,4
28.98,415.33,0.09,16.46,4
10.79,82.66,0.02,0.62,4
7.85,107.75,0.01,0.98,4
323.0,20.54,0.01,0.23,4
377.3,19.28,0.01,0.23,4
95.96,27.97,0.03,0.23,4
377.3,27.47,0.04,0.23,4
25.54,92.81,0.08,4.65,4
2.001109263635398,99.51,0.0,0.72,4
40.86,42.25,0.05,4.17,4
4.031398734140056,128.76,0.02,2.92,4
11.07,341.21,4.28e-09,1.83,4
9.7,134.63,0.09,5.68,4
0.5,99.51,0.0,0.72,4
4.23,99.51,0.01,2.34,4
2.47,110.21,0.0,0.98,4
31.9,93.22,1.01,4.17,4
1.84,131.62,0.01,2.92,4
4.71,79.7,0.01,2.34,4
3.4,99.51,0.01,2.92,4
3.85,101.81,0.0,0.98,4
339.85,26.48,0.03,0.23,4
6.99,90.73,0.01,0.98,4
2.15,91.79,0.0,2.34,4
0.12,96.14,0.0,2.34,4
0.12,96.14,0.0,2.34,4
3.63,206.72,0.06,11.15,4
1.62,98.37,0.0,2.34,4
2.92,171.72,0.37,26.74,4
2.55,111.45,0.0,0.98,4
5.97,106.54,0.02,0.98,4
357.91,17.27,0.05,0.69,4
5.044065855032597,89.68,0.01,2.429809981449574,4
8.46,95.19,0.1,2.69,4
11.15817625895246,321.56,0.9515625708092756,28.93,4
1.18,120.51,0.01,2.92,4
4.23,102.97,0.01,2.92,4
10.79,82.66,0.02,0.3,4
208.76,33.85,0.04,0.23,4
436.54,32.18,0.04,0.23,4
1.77,90.73,0.0,2.34,4
1.25,100.65,0.0,1.24,4
20.86,112.68,0.12,1.7,4
1.4,97.25,0.01,1.24,4
1.33,89.68,0.0,2.05,4
345.73,37.94,0.07,0.23,4
6.64,99.51,0.01,1.24,4
287.84,23.64,0.06,0.69,4
6.19,120.51,0.03,3.23,4
0.77,100.65,0.0,0.72,4
20.66,76.1,0.1,1.44,4
1.47,100.65,0.01,1.24,4
1.69,99.51,0.0,2.34,4
3.85,104.15,0.0,0.98,4
11.65588431797562,315.26,0.0308882395709969,3.086839639298099,4
46.74,34.99,0.24,10.71,4
2.070868592434077,113.98,0.01,2.63314864757353,4
2.07,90.73,0.0,2.34,4
1.77,121.85,0.0,0.98,4
2.31,112.71,0.0,0.98,4
1.25,98.37,0.0,0.7592329968271689,4
9.57,291.18,3.29e-10,2.84,4
2.07,112.71,0.0,0.98,4
73.85,223.9,0.59,22.22,4
4.52,104.15,0.0,0.98,4
2.47,116.55,0.0,0.98,4
10.74,334.54,1.64e-09,1.83,4
0.12,96.14,0.0,2.34,4
2.55,104.15,0.01,2.63,4
3.4,108.97,0.0,0.98,4
13.98207117385597,380.24,0.0035272282314107,20.43449976743371,4
3.49,106.54,0.0,0.98,4
32.02062039303842,93.97429156423271,1.065103398839736,4.17,4
2.31,106.54,0.01,2.92,4
5.43,116.55,0.03,2.92,4
339.85,30.56,0.04,0.23,4
1.04,87.61,0.0,2.34,4
5.64,91.79,0.02,2.92,4
1.92,90.73,0.0,2.34,4
75.01,97.78,9.64,5.71,4
0.57,95.03,0.0,0.72,4
14.1,376.52,2.3e-09,1.51,4
0.5,98.37,0.0,0.72,4
14.38,427.7,1.2e-08,26.03,4
2.63,101.81,0.0,2.34,4
1.750112591562714,117.86,0.01,2.63,4
0.91,86.59,0.0,2.05,4
1.77,120.51,0.0,0.98,4
2.07,92.86,0.01,1.24,4
2.065114003435716,89.68,0.0,2.34,4
1.33,100.65,0.0,1.24,4
45.2,41.63,0.05,4.46,4
357.91,26.48,0.05,0.23,4
15.17,83.18,0.21,1.7,4
0.77,98.37,0.0,2.34,4
2.976033937266383,105.34,0.0,0.98,4
2.8,111.45,0.0,0.98,4
46.13,98.94,2.45,4.46,4
27.55,89.91,0.56,4.17,4
11.48009931903628,83.85,0.02,0.3583262822345938,4
1.11,102.97,0.0,2.34,4
2.0,92.86,0.01,1.24,4
0.91,99.51,0.0,2.34,4
8.49,105.34,0.01,0.98,4
509.3,35.57,0.06,0.23,4
12.90143234403307,109.3665300904985,0.06,6.01,4
1.18,106.54,0.0,2.34,4
4.516457787954899,91.79,0.01,2.634450089546534,4
21.07,76.1,0.1,1.44,4
21.92,78.07,0.1,1.44,4
7.72,93.94,0.02,1.24,4
13.03,85.05,0.02,0.62,4
391.03,32.73,0.03,0.23,4
8.459654401313847,107.6349708676766,0.0617631095455153,2.14179423646601,4
7.38,250.6,0.0,2.84,4
302.24,26.48,0.11,4.63,4
41.69,97.78,1.92,4.46,4
2.39,111.45,0.0,0.98,4
1.04,87.61,0.0,2.34,4
0.84,87.61,0.0,2.34,4
10.41,312.15,0.8892293,28.93,4
4.654177220433009,106.54,0.01,2.92,4
5.64,105.34,0.0,0.98,4
2.07,93.94,0.0,1.24,4
5.22,111.45,0.01,0.98,4
339.85,26.0,0.02,0.23,4
46.6,36.32,0.06,4.46,4
398.15,31.63,0.05,0.23,4
48.2,205.69,0.29,3.09,4
3.14,121.85,0.02,3.23,4
1.62,117.86,0.01,2.92,4
2.8,115.26,0.01,2.92,4
5.1,148.28,0.05,8.8,4
19.24,86.7,0.04,2.78,4
1.77,121.85,0.0,0.98,4
3.58,130.18,0.02,2.92,4
8.9,131.64,0.09,5.36,4
5.97,119.18,0.02,2.92,4
7.85,95.4070774240262,0.01,1.151675558336207,4
20.64,255.69,0.045990448,8.8,4
0.7,96.14,0.0,0.72,4
2.39,121.85,0.0,2.63,4
3.85,102.97,0.0,0.98,4
2.0,131.62,0.01,2.92,4
18.51,65.75,0.03,4.17,4
4.52,111.45,0.01,0.98,4
17.5,380.24,0.002127449,20.04,4
2.63,83.58,0.01,2.34,4
14.92,97.45,0.06,6.01,4
0.97,84.57,0.0,2.34,4
19.05,73.79,0.24,3.88,4
16.19,324.76,0.134671415,18.81,4
0.7,97.25,0.0,0.72,4
228.05,33.28,0.06,0.23,4
1.77,123.21,0.0,2.92,4
12.76,423.54,0.08,6.22,4
6.99,107.75,0.01,0.98,4
320.5387918805721,27.01541118689671,0.0454081938070374,0.23,4
6.544226240630327,104.15,0.0287067053972429,2.92,4
8.62,104.15,0.01,0.98,4
2.72,101.81,0.0,2.63,4
2.39,123.21,0.0,0.98,4
0.7,96.14,0.0,0.72,4
1.92,116.55,0.01,2.92,4
2.39,119.18,0.0,2.92,4
3.4,100.65,0.0,0.98,4
65.47,221.55,0.43,3.38,4
6.5,79.1,0.03,0.89,4
7.72,95.03,0.01,0.98,4
7.11,106.54,0.01,1.24,4
34.17,130.99,0.23,6.7,4
10.3,315.26,1.0,30.45,4
2.39,97.25,0.01,2.92,4
2.15,91.79,0.0,2.63,4
7.46,92.81,8.22e-10,28.19,4
4.242315097886831,100.65,0.0,0.98,4
60.08,210.12,0.35,4.96,4
2.8,112.71,0.0,0.98,4
1.47,123.21,0.01,2.92,4
3.85,100.65,0.01,2.34,4
334.11,17.66,0.05,0.69,4
4.23,111.45,0.01,1.24,4
4.61,104.15,0.0,0.98,4
345.73,27.47,0.03,0.23,4
2.31,120.51,0.0,0.98,4
0.31,96.14,0.0,2.492567890461362,4
339.85,23.94225586400461,0.0337168813909035,0.3088720679976956,4
1.25,121.85,0.01,2.63,4
2.0,108.97,0.0,2.34,4
4.71,106.54,0.0154231066968163,2.92,4
1.04,87.61,0.0,2.05,4
5.01,90.73,0.02,2.92,4
18.74,233.53,0.262283118,26.74,4
9.28,125.25,0.13,6.76,4
499.33,34.99,0.05,0.23,4
0.7940066121595919,87.61,0.0,2.34,4
2.8,101.81,0.01,2.92,4
5.22,115.26,0.02,2.92,4
3.85,102.97,0.01,0.98,4
7.21,143.64,1.64e-10,1.83,4
1.25,130.18,0.01,2.92,4
5.22,108.97,0.02,3.23,4
2.31,121.85,0.0,2.92,4
109.72,0.83,0.71,10.1,4
13.01346333971463,142.0448284067182,0.0997485899890241,3.816531876356011,4
19.1,423.54,0.07,11.15,4
0.77,86.59,0.0,2.34,4
1.33,107.75,0.0,2.34,4
9.16,89.68,0.01,1.24,4
2.447548787829549,87.61,0.0,1.24,4
2.031863695446391,113.98,0.0148636389324517,2.92,4
19.47,82.14,0.08,1.44,4
1.77,117.86,0.01,2.92,4
27.87,419.41,0.09,14.78,4
0.77,99.51,0.0,0.72,4
4.91,113.98,0.01,0.98,4
1.33,104.15,0.0,1.24,4
1.11,85.57,0.0,2.34,4
1.4,119.18,0.01,2.92,4
0.91,107.75,0.0,1.24,4
3.05,117.86,0.02,3.23,4
13.42,380.24,3.29e-10,21.31,4
17.45,71.03,0.24,3.88,4
2.31,113.98,0.0,0.98,4
11.66,83.85,0.02,0.62,4
2.72,111.45,0.0,0.98,4
0.84,99.51,0.0,0.72,4
2.8,120.51,0.01,3.23,4
58.19,143.42,0.43,34.02,4
7.11,89.68,0.03,2.63,4
22.35,112.68,0.23,1.96,4
357.91,19.28,0.01,0.23,4
2.63,98.37,0.0,0.72,4
0.91,106.54,0.0,1.24,4
345.73,20.54,0.01,0.23,4
0.97,105.34,0.0,1.24,4
1.47,104.15,0.0,2.34,4
4.04,104.15,0.01,3.23,4
5.06,94.01,0.07,4.74,4
0.97,88.64,0.0,2.05,4
4.71,97.25,0.0,0.98,4
412.93,32.18,0.06,0.23,4
4.91,97.25,0.02,2.63,4
21.7,86.36,0.09,1.44,4
2.435820273792418,88.64,0.0,1.24,4
0.5,97.25,0.0,2.34,4
2.15,93.94,0.01,1.24,4
1.4,108.97,0.0,1.24,4
13.82,112.1,0.08,2.5,4
8.23,100.65,0.0,0.98,4
1.84,102.97,0.0,2.34,4
14.1,387.78,9.87e-10,1.83,4
1.4,107.75,0.0,2.34,4
8.79,315.26,0.732667886,29.69,4
21.49,79.07,0.1,1.44,4
391.03,30.87617639975838,0.0380688151034574,0.23,4
0.97,105.34,0.0,2.34,4
3.85,105.34,0.0,0.98,4
20.45,73.2,0.09,1.44,4
4.13,92.86,0.01,2.92,4
1.25,106.54,0.0,1.24,4
1.69,102.97,0.0,2.34,4
2.39,125.96,0.01,2.92,4
4.04,106.54,0.0,0.98,4
364.22,25.52,0.02,0.23,4
17.61,75.34,0.06,6.35,4
0.44,95.03,0.0,0.98,4
480.19,34.99,0.08,0.23,4
339.85,17.27,0.05,0.69,4
1.54,108.97,0.0,1.24,4
0.84,101.81,0.0,0.72,4
2.0,123.21,0.0,2.92,4
10.85,210.98,3.21e-05,27.46,4
0.5,97.25,0.0,0.72,4
334.11,17.66,0.04,0.69,4
3.22,110.21,0.0,0.98,4
2.63,101.81,0.0,2.34,4
11.42,119.68,0.18,0.58,4
142.25,18.87,0.01,0.23,4
323.0,27.47,0.05,0.23,4
3.05,83.58,0.01,0.98,4
3.94,105.34,0.0,0.98,4
1.77,124.58,0.0,2.92,4
1.25,97.25,0.0,2.34,4
0.64,101.81,0.0,2.34,4
339.85,33.28,0.04,0.23,4
6.08,90.73,0.02,2.92,4
339.85,21.84,0.06,0.69,4
2.07,106.54,0.01,2.92,4
0.7,86.59,0.0,2.05,4
63.38,212.36,0.41,5.99,4
1.33,98.37,0.01,1.24,4
3.05,101.81,0.0,2.34,4
1.77,108.97,0.0,2.34,4
6.81,268.83,0.02,2.84,4
480.19,36.06112569651502,0.0615323155773271,0.23,4
9.88,358.45,3.29e-10,20.04,4
2.07,105.34,0.0,2.63,4
73.04,223.9,0.54,11.15,4
1.84,117.86,0.01,2.92,4
1.47,93.94,0.0,2.34,4
2.23,99.51,0.0,0.72,4
2.15,89.68,0.0,1.24,4
1.33,96.14,0.0,2.34,4
7.05,204.62,0.11,25.33,4
9.98,215.32,2.05e-05,21.96,4
420.6,37.34,0.06,0.23,4
0.38,93.94,0.0,0.98,4
1.18,104.15,0.0,2.34,4
1.84,113.98,0.01,2.92,4
34.51,143.42,0.27,4.96,4
178.61,28.48,0.03,0.23,4
0.91,86.59,0.0,2.05,4
1.92,116.55,0.01,2.92,4
2.72,85.57,0.0,0.98,4
21.28,115.35,0.12,1.7,4
13.16386934596628,366.355176625281,7.750611276586265e-10,16.6479981959119,4
3.31,100.65,0.01,2.92,4
19.81,93.22,0.06,4.46,4
4.61,121.85,0.01,2.92,4
2.55,96.14,0.01,2.92,4
2.55,84.57,0.0,1.24,4
4.04,128.76,0.02,2.92,4
4.81,97.25,0.0,0.98,4
2.63,102.97,0.01,2.34,4
274.34,19.7,0.06,0.69,4
3.22,111.45,0.0,0.98,4
31.87,137.09,0.35,7.07,4
2.31,90.73,0.0,2.34,4
470.99,36.15,0.05,0.23,4
6.08,123.21,0.02,2.92,4
1.25,98.37,0.0,0.72,4
183.45,3.77,0.03,1.47,4
10.2505598782871,253.4567803004043,0.1715135957519601,3.231845673970635,4
4.13,80.66,0.01,2.34,4
62.7,228.66,0.54,7.83,4
1.25,98.37,0.0,0.72,4
1.4,116.55,0.01,2.92,4
370.68,19.7,0.01,0.23,4
351.75,27.46089550478749,0.03,0.23,4
1.791605128342144,99.51,0.0,0.72,4
420.6,37.34,0.05,0.23,4
1.950549984633593,92.86,0.0,1.24,4
2.88,115.26,0.01,2.92,4
4.04,101.81,0.0,0.98,4
3.76,101.81,0.01,2.34,4
7.11,105.34,0.01,0.98,4
27.21,115.35,0.1,1.44,4
100.7788254263102,29.24289728242156,0.0217344332310288,0.23,4
11.42,206.72,0.00445,26.03,4
20.30149443216981,187.4687660784471,0.17,28.58280562074106,4
1.92,90.73,0.0,2.05,4
3.22,100.65,0.01,2.92,4
122.15,32.73,0.07,0.23,4
6.65707973133764,99.6722574477076,0.0214233109448033,3.185877360711096,4
384.08,26.98,0.02,0.46,4
1.691590815008113,121.85,0.0,0.98,4
13.15,206.72,1.46e-05,18.21,4
2.0,89.68,0.0,2.05,4
231.49,34.41,0.06,0.23,4
3.47,148.28,0.02,1.19,4
2.24356014489738,98.37,0.0072316727040575,2.839718508417667,4
5.22,102.97,0.0,0.98,4
3.85,100.65,0.01,2.34,4
1.785971434580228,99.51,0.0004203009100059,2.364377452780348,4
2.07,106.54,0.01,2.92,4
10.37,81.48,0.02,0.62,4
2.8,101.81,0.0,2.34,4
7.245950530182068,102.97,0.0,0.98,4
1.77,121.85,0.0,0.98,4
17.68,68.19,0.02,0.3,4
21.28,86.36,0.09,1.44,4
4.52,97.25,0.0,0.98,4
3.58,115.26,0.0,0.98,4
384.08,26.98,0.03,0.23,4
7.23,120.22,0.09,5.36,4
405.45,27.47,0.03,0.23,4
412.93,32.18,0.03,0.23,4
14.426368568711,86.26,0.02,0.3,4
166.78,24.1,0.04,4.31,4
4.71,98.37,0.0,0.98,4
1.54,119.18,0.01,2.92,4
62.03,221.55,0.49,3.99,4
5.23,142.12,0.04,2.5,4
1.4,97.25,0.01,1.24,4
1.84,123.21,0.0,2.92,4
1.47,119.18,0.01,2.92,4
2.47,112.71,0.0,0.98,4
4.52,117.86,0.03,2.92,4
2.88,115.26,0.0,0.98,4
0.91,98.37,0.0,0.72,4
10.30669272825642,156.0560196335616,0.04,20.04,4
3.095851958031905,100.65,0.0007482718977643,2.34,4
1.4,110.21,0.0,1.24,4
10.52,255.69,3.31e-05,2.16,4
2.55,116.55,0.01,2.92,4
2.23,91.79,0.0,1.24,4
370.68,19.7,0.01,0.23,4
4.32,92.86,0.01,2.63,4
14.1,362.0,1.32e-09,1.83,4
2.88,99.51,0.01,2.90757490925346,4
6.64,112.71,0.02,2.92,4
0.57,100.65,0.0,0.8476674997742084,4
0.91,99.51,0.0,0.72,4
2.72,115.26,0.01,0.98,4
0.38,97.25,0.0,0.72,4
6.19,93.94,0.0,0.98,4
4.91,104.15,0.0,0.98,4
391.03,30.56,0.03,0.23,4
519.54,34.41,0.04,0.23,4
2.97,112.71,0.0,0.98,4
